"ENTITY_CD","SCHOOL_NAME","YEAR","DISTRICT_CD","DISTRICT_NAME","CSO_NAME","STREET","CITY","PHONE","GRADE_RANGE","NUM_TEACH","NUM_NO_VALID_CERT","PER_NO_VALID_CERT","NUM_TEACH_OUT_CERT","PER_TEACH_OUT_CERT","NUM_FEWER_3YRS_EXP","PER_FEWER_3YRS_EXP","NUM_MAS_PLUS","PER_MAS_PLUS","NUM_CORE","PER_NOT_HQ","NUM_CLASS","NUM_NO_APPROP_CERT","PER_NO_APPROP_CERT","PER_TURN_FIVE_YRS","PER_TURN_ALL","NUM_FT_OTH_PROF_STAFF","NUM_PT_OTH_PROF_STAFF","NUM_FT_PARAPROFESSIONALS","NUM_PT_PARAPROFESSIONALS","NUM_FT_ASST_PRINCIPALS","NUM_PT_ASST_PRINCIPALS","NUM_FT_PRINCIPALS","NUM_PT_PRINCIPALS"
"420601040001","FABIUS-POMPEY ELEMENTARY SCHOOL",2012,"42060104","FABIUS-POMPEY CSD","ANDREA NARDOZZI","7800 MAIN ST","FABIUS","3156835857","K-5, UE",27,0,0,0,0,1,4,1,4,41,0,57,0,0,0,10,3,0,0,0,0,0,1,0
"420601040003","FABIUS-POMPEY MIDDLE SCHOOL HIGH SCHOOL",2012,"42060104","FABIUS-POMPEY CSD","ROBERT HUGHES","1211 MILL ST","FABIUS","3156835811","6-12, US",46,0,0,0,0,0,0,3,7,177,0,236,3,1,0,4,4,0,0,0,1,0,1,0
"411504020001","NEW YORK MILLS JUNIOR-SENIOR HIGH SCHOOL",2014,"41150402","NY MILLS UFSD","MICHAEL SPOST","1 MARAUDER BLVD","NEW YORK MILLS","3157688124","7-12",23,0,0,0,0,2,9,9,39,84,0,114,1,1,0,17,2,0,0,0,0,0,1,0
"411504020003","NEW YORK MILLS ELEMENTARY SCHOOL",2014,"41150402","NY MILLS UFSD","RENE WILSON","1 MARAUDER BLVD","NEW YORK MILLS","3157688129","K-6",21,0,0,0,0,1,5,2,10,43,0,75,0,0,50,9,0,0,0,0,0,0,1,0
"420701060000","WESTHILL CENTRAL SCHOOL DISTRICT",2012,"42070106","WESTHILL CSD","STEPHEN BOCCIOLATT","400 WALBERTA RD","SYRACUSE","3154263218","K-12, UE, US",153,0,0,0,0,1,1,16,10,408,0,615,0,0,14,13,29,0,46,8,2,0,4,0
"420701060001","WESTHILL HIGH SCHOOL",2012,"42070106","WESTHILL CSD","LEE ROSCOE","4501 ONONDAGA BLVD","SYRACUSE","3154263100","9-12, US",52,0,0,0,0,0,0,8,15,194,0,280,0,0,50,20,4,0,0,0,1,0,1,0
"411603040000","SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT",2014,"41160304","SAUQUOIT VALLEY CSD","RONALD WHEELOCK","2601 ONEIDA ST","SAUQUOIT","3158396311","PK-12",74,0,0,0,0,3,4,15,20,195,0,289,7,2,0,9,11,0,22,1,0,0,3,0
"411603040001","SAUQUOIT VALLEY ELEMENTARY SCHOOL",2014,"41160304","SAUQUOIT VALLEY CSD","MARK PUTNAM","2601 ONEIDA ST","SAUQUOIT","3158396339","K-4",24,0,0,0,0,1,4,3,13,24,0,40,0,0,0,19,3,0,0,0,0,0,1,0
"411603040003","SAUQUOIT VALLEY HIGH SCHOOL",2014,"41160304","SAUQUOIT VALLEY CSD","ZANE MAHAR","2601 ONEIDA ST","SAUQUOIT","3158396316","9-12",23,0,0,0,0,2,9,5,22,65,0,96,3,3,0,9,5,0,0,0,0,0,1,0
"420701060002","CHERRY ROAD ELEMENTARY SCHOOL",2012,"42070106","WESTHILL CSD","SARAH VANLIEW","201 CHERRY RD","SYRACUSE","3154263300","3-4, UE",19,0,0,0,0,0,0,0,0,19,0,27,0,0,0,5,1,0,0,0,0,0,1,0
"420701060003","WALBERTA PARK PRIMARY SCHOOL",2012,"42070106","WESTHILL CSD","MAUREEN MULDERIG","400 WALBERTA RD","SYRACUSE","3154263200","K-2",27,0,0,0,0,0,0,5,19,26,0,48,0,0,,0,1,0,0,0,0,0,1,0
"420701060004","ONONDAGA HILL MIDDLE SCHOOL",2012,"42070106","WESTHILL CSD","DOUGLAS HUTSON","4860 ONONDAGA RD","SYRACUSE","3154263400","5-8, UE, US",47,0,0,0,0,1,2,3,6,149,0,215,0,0,0,16,3,0,0,0,1,0,1,0
"411603040004","SAUQUOIT VALLEY MIDDLE SCHOOL",2014,"41160304","SAUQUOIT VALLEY CSD","PETER MADDEN","2601 ONEIDA ST","SAUQUOIT","3158396371","5-8",18,0,0,0,0,0,0,3,17,67,0,105,3,3,0,0,2,0,0,0,0,0,1,0
"411701040000","REMSEN CENTRAL SCHOOL DISTRICT",2014,"41170104","REMSEN CSD","WILLIAM CRANKSHAW","DAVIS DR","REMSEN","3158313797","PK-12, UE, US",42,0,0,4,10,2,5,8,19,124,6,183,11,6,0,12,5,0,12,0,0,0,1,1
"420702030000","SOLVAY UNION FREE SCHOOL DISTRICT",2012,"42070203","SOLVAY UFSD","J FRANCIS MANNING","103 3RD ST","SOLVAY","3154681111","PK-12, UE, US",143,0,0,0,0,3,2,7,5,319,0,554,10,2,33,13,20,0,31,2,1,0,4,0
"420702030001","SOLVAY ELEMENTARY SCHOOL",2012,"42070203","SOLVAY UFSD","PAULA KOPP","701 WOODS RD","SOLVAY","3154885422","K-3, UE",37,0,0,0,0,1,3,0,0,34,0,77,0,0,25,8,2,0,0,0,0,0,1,0
"411701040001","REMSEN ELEMENTARY SCHOOL",2014,"41170104","REMSEN CSD","WILLIAM CRANKSHAW","DAVIS DR","REMSEN","3158313797","PK-6, UE",16,0,0,2,13,1,6,2,13,37,11,49,4,8,0,6,7,0,0,0,0,0,1,0
"411701040002","REMSEN JUNIOR-SENIOR HIGH SCHOOL",2014,"41170104","REMSEN CSD","DALE TURNER","9733 MAIN ST","REMSEN","3158313851","7-12, US",18,0,0,2,11,1,6,4,22,64,6,95,6,6,,24,7,0,0,0,0,0,1,0
"411800010000","ROME CITY SCHOOL DISTRICT",2014,"41180001","ROME CITY SD","JEFFREY SIMONS","409 BELL RD","ROME","3153386521","PK-12, UE, US",462,0,0,3,1,29,6,210,45,616,0,1178,31,3,12,9,63,1,177,0,7,0,10,0
"420702030004","SOLVAY HIGH SCHOOL",2012,"42070203","SOLVAY UFSD","JAY TINKLEPAUGH","600 GERTRUDE AVE","SOLVAY","3154682551","9-12, US",53,0,0,0,0,0,0,2,4,154,0,252,2,1,25,9,6,0,0,0,1,0,1,0
"420702030007","SOLVAY MIDDLE SCHOOL",2012,"42070203","SOLVAY UFSD","JAMES WERBECK","299 BURY DR","SYRACUSE","3154877061","4-8, UE, US",48,0,0,0,0,2,4,3,6,119,0,200,8,4,40,20,4,0,0,0,0,0,2,0
"420807040000","LAFAYETTE CENTRAL SCHOOL DISTRICT",2012,"42080704","LA FAYETTE CSD","PETER TIGH","5955 US RTE 20W","LAFAYETTE","3156779728","PK-12",104,0,0,2,2,6,6,14,13,243,5,309,13,4,0,15,21,0,24,2,0,0,2,2
"411800010001","GANSEVOORT ELEMENTARY SCHOOL",2014,"41180001","ROME CITY SD","KATHY BRAGAN","758 W LIBERTY ST","ROME","3153345181","K-4",36,0,0,0,0,2,6,14,39,31,0,54,0,0,0,3,4,0,0,0,0,0,1,0
"411800010008","BELLAMY ELEMENTARY SCHOOL",2014,"41180001","ROME CITY SD","NANCY OPPERMAN","7118 BRENNAN AVE","ROME","3153385261","K-4",47,0,0,1,2,6,13,16,34,34,0,74,3,4,9,9,6,0,0,0,0,0,1,0
"420807040002","ONONDAGA NATION SCHOOL",2012,"42080704","LA FAYETTE CSD","DIANE ELLSWORTH","RR 1-RT 11A","NEDROW","3154696991","K-8",26,0,0,2,8,2,8,5,19,39,28,56,12,21,0,13,12,0,0,0,0,0,1,0
"420807040003","LA FAYETTE JUNIOR-SENIOR HIGH SCHOOL",2012,"42080704","LA FAYETTE CSD","JENNIFER BLOSSEY","3122 RT 11N","LAFAYETTE","3156775506","7-12",43,0,0,0,0,3,7,8,19,146,0,176,1,1,0,23,5,0,0,0,0,0,1,0
"411800010010","LYNDON H STROUGH MIDDLE SCHOOL",2014,"41180001","ROME CITY SD","TRACY O'ROURKE","801 LAUREL ST","ROME","3153385201","7-8, US",75,0,0,0,0,2,3,36,48,168,0,273,2,1,0,7,4,0,0,0,2,0,1,0
"411800010011","CLOUGH PREK CENTER",2014,"41180001","ROME CITY SD","ANN BUSH","409 BELL RD","ROME","3153341250","PK",12,0,0,0,0,0,0,6,50,4,0,20,0,0,,0,4,1,0,0,0,0,1,0
"411800010013","RIDGE MILLS ELEMENTARY SCHOOL",2014,"41180001","ROME CITY SD","SHEILA SPENCER","7841 ROME-WSTRNVLL RD","ROME","3153341281","K-4, UE",19,0,0,0,0,2,11,6,32,14,0,25,0,0,,6,1,0,0,0,0,0,1,0
"420807040004","C GRANT GRIMSHAW SCHOOL",2012,"42080704","LA FAYETTE CSD","GREG BUMP","5957 US RTE 20W","LAFAYETTE","3156773152","K-6",35,0,0,0,0,1,3,1,3,58,0,77,0,0,0,6,3,0,0,0,0,0,1,0
"420901060000","BALDWINSVILLE CENTRAL SCHOOL DISTRICT",2012,"42090106","BALDWINSVILLE CSD","JEANNE DANGLE","29 E ONEIDA ST","BALDWINSVILLE","3156386043","K-12, UE, US",394,0,0,1,0,17,4,73,19,1027,1,1499,18,1,16,13,46,5,146,1,6,0,8,0
"420901060002","HARRY E ELDEN ELEMENTARY SCHOOL",2012,"42090106","BALDWINSVILLE CSD","ANTHONY CARDAMONE","29 E ONEIDA ST","BALDWINSVILLE","3156386118","K-5",29,0,0,0,0,0,0,4,14,36,0,60,0,0,50,10,3,0,0,0,0,0,1,0
"411800010014","STOKES ELEMENTARY SCHOOL",2014,"41180001","ROME CITY SD","CHRISTOPHER HILL","9095 TURIN RD","ROME","3153341221","K-4",15,0,0,0,0,0,0,7,47,13,0,18,0,0,0,13,1,0,0,0,0,0,1,0
"411800010015","JOHN E JOY ELEMENTARY SCHOOL",2014,"41180001","ROME CITY SD","ANDRIA LACEY","8194 BIELBY RD","ROME","3153341261","K-4, UE",21,0,0,0,0,1,5,12,57,14,0,35,0,0,0,5,2,0,0,0,0,0,1,0
"420901060003","CATHERINE M MCNAMARA ELEMENTARY SCHOOL",2012,"42090106","BALDWINSVILLE CSD","JANE NADOLSKI","7344 O'BRIEN RD","BALDWINSVILLE","3156386130","K-5, UE",34,0,0,0,0,1,3,10,29,43,0,64,0,0,20,15,3,0,0,0,0,0,1,0
"420901060004","L PEARL PALMER ELEMENTARY SCHOOL",2012,"42090106","BALDWINSVILLE CSD","STEVEN FREY","7864 HICKS RD","BALDWINSVILLE","3156386127","K-5, UE",32,0,0,0,0,4,13,4,13,36,0,68,0,0,0,16,3,0,0,0,0,0,1,0
"411800010020","ROME FREE ACADEMY",2014,"41180001","ROME CITY SD","MARK BENSON","95 DART CIRCLE","ROME","3153347203","9-12, US",113,0,0,1,1,4,4,66,58,219,1,372,12,3,33,9,13,0,0,0,3,0,1,0
"411800010023","LOUIS V DENTI ELEMENTARY SCHOOL",2014,"41180001","ROME CITY SD","SHERRY LUBEY","1001 RUBY ST","ROME","3153385371","K-4, UE",39,0,0,0,0,4,10,14,36,40,0,77,1,1,0,6,2,0,0,0,0,0,1,0
"411800010025","GEORGE R STALEY UPPER ELEMENTARY SCHOOL",2014,"41180001","ROME CITY SD","KAREN MILLER","620 E BLOOMFIELD ST","ROME","3153385302","5-6, UE",68,0,0,1,1,7,10,25,37,50,0,86,2,2,27,11,5,0,0,0,1,0,1,0
"420901060005","VAN BUREN ELEMENTARY SCHOOL",2012,"42090106","BALDWINSVILLE CSD","MICHELLE CRISAFULLI","14 FORD ST","BALDWINSVILLE","3156386121","K-5",28,0,0,0,0,0,0,4,14,37,0,65,0,0,0,13,3,0,0,0,0,0,1,0
"420901060006","THEODORE R DURGEE JUNIOR HIGH SCHOOL",2012,"42090106","BALDWINSVILLE CSD","BONNIE VANBENSCHOTEN","29 E ONEIDA ST","BALDWINSVILLE","3156386086","8-9, US",66,0,0,0,0,3,5,7,11,246,0,328,1,0,0,12,6,0,0,0,2,0,1,0
"420901060007","CHARLES W BAKER HIGH SCHOOL",2012,"42090106","BALDWINSVILLE CSD","JOSEPH DEBARBIERI","29 E ONEIDA ST","BALDWINSVILLE","3156386008","10-12, US",91,0,0,0,0,3,3,18,20,310,1,429,2,0,0,9,8,0,0,0,3,0,1,0
"411902040000","WATERVILLE CENTRAL SCHOOL DISTRICT",2014,"41190204","WATERVILLE CSD","CHARLES CHAFEE","381 MADISON ST","WATERVILLE","3158413910","PK-12, UE, US",69,0,0,0,0,1,1,11,16,205,0,289,2,1,25,5,4,0,19,1,0,1,2,0
"411902040001","MEMORIAL PARK ELEMENTARY SCHOOL",2014,"41190204","WATERVILLE CSD","MAUREEN GRAY","145 E BACON ST","WATERVILLE","3158413784","K-6, UE",34,0,0,0,0,1,3,3,9,50,0,90,0,0,40,6,1,0,0,0,0,1,1,0
"420901060008","MAE E REYNOLDS SCHOOL",2012,"42090106","BALDWINSVILLE CSD","OLIVIA CAMBS","222 DEERWOOD DR","BALDWINSVILLE","3156386124","K-5, UE",29,0,0,0,0,1,3,9,31,37,0,66,0,0,0,16,3,0,0,0,0,0,1,0
"420901060009","DONALD S RAY SCHOOL",2012,"42090106","BALDWINSVILLE CSD","GEOFFREY MORTON","7650 VAN BUREN RD","BALDWINSVILLE","3156386106","6-7, UE, US",66,0,0,1,2,2,3,12,18,199,3,320,14,4,25,12,5,0,0,0,1,0,1,0
"411902040003","WATERVILLE JR/SR HIGH SCHOOL",2014,"41190204","WATERVILLE CSD","MATTHEW ST PETER","381 MADISON ST","WATERVILLE","3158413818","7-12, US",35,0,0,0,0,0,0,8,23,155,0,199,2,1,0,3,4,0,0,0,0,0,1,0
"412000050000","SHERRILL CITY SCHOOL DISTRICT",2014,"41200005","SHERRILL CITY SD","MARTHA GROUP","5275 STATE RT 31","VERONA","3158297425","PK-12, UE, US",151,0,0,0,0,10,7,24,16,330,0,501,5,1,20,7,22,0,24,1,1,0,5,0
"412000050001","J D GEORGE ELEMENTARY SCHOOL",2014,"41200005","SHERRILL CITY SD","KIMBERLY LEBLANC","5647 E MAIN ST","VERONA","3153632580","PK-6, UE",33,0,0,0,0,5,15,2,6,48,0,60,1,2,67,15,3,0,0,0,0,0,1,0
"421001060000","FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT",2012,"42100106","FAYETTEVILLE-MANLIUS CSD","CORLISS KAISER","8199 E SENECA TPKE","MANLIUS","3156921200","K-12, UE, US",336,0,0,0,0,14,4,110,33,821,0,1148,0,0,17,9,45,3,0,112,5,0,6,0
"421001060001","FAYETTEVILLE ELEMENTARY SCHOOL",2012,"42100106","FAYETTEVILLE-MANLIUS CSD","NANCY SMITH","704 S MANLIUS ST","FAYETTEVILLE","3156921600","K-4, UE",31,0,0,0,0,1,3,9,29,30,0,68,0,0,,9,3,0,0,0,0,0,1,0
"421001060002","FAYETTEVILLE-MANLIUS SENIOR HIGH SCHOOL",2012,"42100106","FAYETTEVILLE-MANLIUS CSD","RAYMOND KILMER","8201 E SENECA TPKE","MANLIUS","3156921900","9-12, US",108,0,0,0,0,8,7,33,31,386,0,484,0,0,13,7,8,0,0,0,3,0,1,0
"412000050004","VERNON-VERONA-SHERRILL SENIOR HIGH SCHOOL",2014,"41200005","SHERRILL CITY SD","ANDY BROWN","5275 STATE RT 31","VERONA","3158297440","9-12, US",43,0,0,0,0,1,2,11,26,146,0,194,3,2,,2,5,0,0,0,1,0,1,0
"412000050005","W A WETTEL ELEMENTARY SCHOOL",2014,"41200005","SHERRILL CITY SD","VINCENT POMPO","4329 PETERBORO ST","VERNON","3158293615","PK-6",22,0,0,0,0,0,0,2,9,19,0,33,0,0,,13,2,0,0,0,0,0,1,0
"421001060005","EAGLE HILL MIDDLE SCHOOL",2012,"42100106","FAYETTEVILLE-MANLIUS CSD","MAUREEN MCCRYSTAL","4645 ENDERS RD","MANLIUS","3156921400","5-8, UE, US",55,0,0,0,0,0,0,21,38,136,0,182,0,0,0,7,4,0,0,0,1,0,1,0
"421001060006","WELLWOOD MIDDLE SCHOOL",2012,"42100106","FAYETTEVILLE-MANLIUS CSD","MELISSA CORBIN","700 S MANLIUS ST","FAYETTEVILLE","3156921300","5-8, UE, US",56,0,0,0,0,4,7,17,30,141,0,188,0,0,13,11,4,0,0,0,1,0,1,0
"412000050006","E A MCALLISTER ELEMENTARY SCHOOL",2014,"41200005","SHERRILL CITY SD","JAMES ROZWOD","217 KINSLEY ST","SHERRILL","3153633080","PK-6",21,0,0,0,0,2,10,5,24,21,0,48,1,2,0,5,2,0,0,0,0,0,1,0
"412000050007","VERNON-VERONA-SHERRILL MIDDLE SCHOOL",2014,"41200005","SHERRILL CITY SD","CARRIE HODKINSON","5275 STATE RT 31","VERONA","3158297444","7-8",28,0,0,0,0,1,4,4,14,91,0,145,0,0,0,4,4,0,0,0,0,0,1,0
"412201060000","HOLLAND PATENT CENTRAL SCHOOL DISTRICT",2014,"41220106","HOLLAND PATENT CSD","KATHLEEN DAVIS","9601 MAIN ST","HOLLAND PATENT","3158657221","PK-12, UE, US",112,0,0,1,1,7,6,33,29,247,2,401,6,1,0,18,7,0,36,0,1,0,4,0
"421001060007","MOTT ROAD ELEMENTARY SCHOOL",2012,"42100106","FAYETTEVILLE-MANLIUS CSD","LYNNETTE BONNER","7173 MOTT RD","FAYETTEVILLE","3156921700","K-4",28,0,0,0,0,0,0,8,29,29,0,57,0,0,0,4,3,0,0,0,0,0,1,0
"421001060008","ENDERS ROAD ELEMENTARY SCHOOL",2012,"42100106","FAYETTEVILLE-MANLIUS CSD","DEBORAH CAPRI","4725 ENDERS RD","MANLIUS","3156921500","K-4, UE",33,0,0,0,0,0,0,11,33,36,0,60,0,0,67,15,3,0,0,0,0,0,1,0
"421101060000","MARCELLUS CENTRAL SCHOOL DISTRICT",2012,"42110106","MARCELLUS CSD","CRAIG TICE","2 REED PKY","MARCELLUS","3156736000","K-12, UE, US",146,0,0,0,0,1,1,25,17,341,0,478,2,0,36,17,20,1,31,9,0,0,3,0
"412201060001","HOLLAND PATENT MIDDLE SCHOOL",2014,"41220106","HOLLAND PATENT CSD","CHARLES PRATT","9601 MAIN ST","HOLLAND PATENT","3158658152","6-8",21,0,0,0,0,1,5,5,24,50,0,83,0,0,0,23,5,0,0,0,0,0,1,0
"412201060003","HOLLAND PATENT ELEMENTARY SCHOOL",2014,"41220106","HOLLAND PATENT CSD","JAMES DEANGELO","9601 MAIN ST","HOLLAND PATENT","3158658151","K-5, UE",23,0,0,0,0,0,0,8,35,21,0,45,0,0,0,14,1,0,0,0,0,0,1,0
"421101060001","K C HEFFERNAN ELEMENTARY SCHOOL",2012,"42110106","MARCELLUS CSD","GARY BISSAILLON","2 LEARNERS LNDG","MARCELLUS","3156736100","K-3, UE",34,0,0,0,0,0,0,5,15,31,0,50,0,0,,15,2,0,0,0,0,0,1,0
"421101060003","MARCELLUS HIGH SCHOOL",2012,"42110106","MARCELLUS CSD","JOHN DURKEE","1 MUSTANG HL","MARCELLUS","3156736300","9-12, US",43,0,0,0,0,0,0,9,21,168,0,210,1,0,20,19,6,0,0,0,0,0,1,0
"412201060005","GENERAL WILLIAM FLOYD ELEMENTARY SCHOOL",2014,"41220106","HOLLAND PATENT CSD","KRISTIN CASAB","9601 MAIN ST","HOLLAND PATENT","3158655721","PK-5",25,0,0,0,0,2,8,5,20,19,0,54,0,0,0,13,1,0,0,0,0,0,1,0
"412201060006","HOLLAND PATENT CENTRAL HIGH SCHOOL",2014,"41220106","HOLLAND PATENT CSD","RUSSELL STEVENER","9601 MAIN ST","HOLLAND PATENT","3158658154","9-12, US",31,0,0,1,3,0,0,12,39,102,5,147,5,3,,12,3,0,0,0,1,0,1,0
"412300010000","UTICA CITY SCHOOL DISTRICT",2014,"41230001","UTICA CITY SD","BRUCE KARAM","106 MEMORIAL PARKWAY","UTICA","3157922222","PK-12, UE, US",651,0,0,1,0,8,1,305,47,1326,0,2205,8,0,57,19,73,0,0,134,10,0,13,0
"421101060004","C S DRIVER MIDDLE SCHOOL",2012,"42110106","MARCELLUS CSD","MICHAEL DARDARIS","2 REED PKY","MARCELLUS","3156736200","4-8, UE",57,0,0,0,0,1,2,10,18,117,0,161,0,0,43,14,4,0,0,0,0,0,1,0
"421201040000","ONONDAGA CENTRAL SCHOOL DISTRICT",2012,"42120104","ONONDAGA CSD","JOSEPH ROTELLA","4466 S ONONDAGA RD","NEDROW","3155525000","PK-12, UE",78,0,0,0,0,7,9,21,27,183,0,283,3,1,7,13,11,0,12,1,1,0,3,0
"421201040001","ROCKWELL ELEMENTARY SCHOOL",2012,"42120104","ONONDAGA CSD","MARGARET HART","208 ROCKWELL RD","NEDROW","3155525070","K-2, UE",15,0,0,0,0,0,0,7,47,12,0,20,0,0,,13,1,0,0,0,0,0,1,0
"412300010003","ALBANY ELEMENTARY SCHOOL",2014,"41230001","UTICA CITY SD","TANIA KALAVAZOFF","1151 ALBANY ST","UTICA","3153686500","K-6, UE",31,0,0,0,0,0,0,14,45,37,0,62,0,0,,24,1,0,0,0,0,0,1,0
"412300010005","CHRISTOPHER COLUMBUS ELEMENTARY SCHOOL",2014,"41230001","UTICA CITY SD","ELIZABETH GERLING","934 ARMORY DR","UTICA","3153686520","K-6, UE",36,0,0,0,0,0,0,13,36,42,0,84,0,0,0,21,1,0,0,0,0,0,1,0
"421201040002","WHEELER ELEMENTARY SCHOOL",2012,"42120104","ONONDAGA CSD","STEVEN WINSCHEL","4543 S ONONDAGA RD","NEDROW","3155525050","3-6",17,0,0,0,0,1,6,4,24,14,0,31,0,0,17,20,2,0,0,0,0,0,1,0
"421201040003","ONONDAGA SENIOR HIGH SCHOOL",2012,"42120104","ONONDAGA CSD","HELEN WHITE","4479 S ONONDAGA RD","NEDROW","3155525020","7-12",40,0,0,0,0,6,15,8,20,139,0,208,3,1,0,7,4,0,0,0,1,0,1,0
"412300010006","GENERAL HERKIMER ELEMENTARY SCHOOL",2014,"41230001","UTICA CITY SD","ALICIA D'AMBROSIO","420 KEYES RD","UTICA","3153686600","K-6, UE",39,0,0,0,0,0,0,13,33,38,0,65,1,2,,3,1,0,0,0,0,0,1,0
"412300010009","HUGH R JONES ELEMENTARY SCHOOL",2014,"41230001","UTICA CITY SD","ALAINE CANESTRARI","2630 REMINGTON RD","UTICA","3153686740","K-6, UE",31,0,0,0,0,0,0,14,45,22,0,45,0,0,,12,1,0,0,0,0,0,1,0
"412300010011","MARTIN LUTHER KING JR ELEMENTARY SCHOOL",2014,"41230001","UTICA CITY SD","BECKY NUGENT","211 SQUARE ST","UTICA","3153686721","K-6",18,0,0,0,0,0,0,11,61,18,0,34,0,0,67,50,5,0,0,0,0,0,1,0
"421501060000","LIVERPOOL CENTRAL SCHOOL DISTRICT",2012,"42150106","LIVERPOOL CSD","RICHARD JOHNS","195 BLACKBERRY RD","LIVERPOOL","3156227125","K-12, UE, US",568,0,0,1,0,25,4,133,23,1191,0,1841,6,0,21,11,55,6,38,176,0,0,15,4
"421501060001","NATE PERRY ELEMENTARY SCHOOL",2012,"42150106","LIVERPOOL CSD","MARGO ROSS","7053 BUCKLEY RD","LIVERPOOL","3154530272","K-6",28,0,0,0,0,2,7,0,0,33,0,67,0,0,33,10,2,0,0,0,0,0,1,0
"421501060002","CHESTNUT HILL MIDDLE SCHOOL",2012,"42150106","LIVERPOOL CSD","PETER IANZITO","204 SASLON PARK DR","LIVERPOOL","3154530245","7-8, US",27,0,0,0,0,0,0,7,26,79,1,132,1,1,17,7,2,0,0,0,0,0,1,0
"412300010012","WATSON WILLIAMS ELEMENTARY SCHOOL",2014,"41230001","UTICA CITY SD","CHERYL BECKETT-MINOR","107 ELMWOOD PL","UTICA","3153686780","K-6",39,0,0,0,0,0,0,15,38,39,0,86,0,0,63,28,1,0,0,0,0,0,1,0
"412300010014","THOMAS JEFFERSON ELEMENTARY SCHOOL",2014,"41230001","UTICA CITY SD","VANESSA REJRAT","190 BOOTH ST","UTICA","3153686700","K-6",36,0,0,0,0,0,0,16,44,37,0,62,0,0,50,18,1,0,0,0,0,0,1,0
"421501060004","ELMCREST ELEMENTARY SCHOOL",2012,"42150106","LIVERPOOL CSD","DAPHNE VALENTINE","350 WOODSPATH RD","LIVERPOOL","3154531252","K-6, UE",37,0,0,0,0,1,3,8,22,49,0,67,0,0,50,18,2,0,0,0,0,0,1,0
"421501060005","LIVERPOOL MIDDLE SCHOOL",2012,"42150106","LIVERPOOL CSD","JOSEPH MUSSI","720 SEVENTH ST","LIVERPOOL","3154530258","7-8",25,0,0,0,0,0,0,8,32,74,0,118,1,1,29,20,3,0,0,0,0,0,1,0
"412300010016","JOHN F HUGHES ELEMENTARY SCHOOL",2014,"41230001","UTICA CITY SD","MICHELE LAGASE","24 PROSPECT ST","UTICA","3153686620","K-6, UE",28,0,0,0,0,0,0,16,57,27,0,49,0,0,50,16,2,0,0,0,0,0,1,0
"412300010018","KERNAN ELEMENTARY SCHOOL",2014,"41230001","UTICA CITY SD","ANGELA EVANS","929 YORK ST","UTICA","3157922185","K-6, UE",43,0,0,0,0,0,0,22,51,49,0,122,0,0,56,29,1,0,0,0,0,0,1,0
"412300010022","JOHN F KENNEDY MIDDLE SCHOOL",2014,"41230001","UTICA CITY SD","JOSHUA GIFFORD","500 DEERFIELD DR E","UTICA","3153686641","7-8, UE, US",52,0,0,0,0,1,2,29,56,147,0,208,0,0,75,22,3,0,0,0,2,0,1,0
"421501060009","CHESTNUT HILL ELEMENTARY SCHOOL",2012,"42150106","LIVERPOOL CSD","MARTHA O'LEARY","200 SASLON PARK DR","LIVERPOOL","3154530242","K-6",25,0,0,0,0,1,4,9,36,25,0,50,0,0,33,15,2,0,0,0,0,0,1,0
"421501060010","LIVERPOOL ELEMENTARY SCHOOL",2012,"42150106","LIVERPOOL CSD","WILLIAM MUGRIDGE","910 2ND ST","LIVERPOOL","3154530254","K-6, UE",26,0,0,0,0,2,8,7,27,26,0,41,0,0,20,12,1,0,0,0,0,0,1,0
"421501060011","LIVERPOOL HIGH SCHOOL",2012,"42150106","LIVERPOOL CSD","ANTHONY DAVIS","4338 WETZEL RD","LIVERPOOL","3154531500","9-12, US",166,0,0,1,1,10,6,39,23,531,0,777,3,0,10,9,18,5,0,0,0,0,3,4
"412300010023","SENATOR JAMES H DONOVAN MIDDLE SCHOOL",2014,"41230001","UTICA CITY SD","ANN MARIE PALLADINO","1701 NOYES ST","UTICA","3153686541","7-8, UE, US",59,0,0,0,0,0,0,32,54,184,0,310,0,0,,11,3,0,0,0,2,0,1,0
"412300010024","THOMAS R PROCTOR HIGH SCHOOL",2014,"41230001","UTICA CITY SD","STEVEN FALCHI","1203 HILTON AVE","UTICA","3153686404","9-12, US",166,0,0,1,1,6,4,80,48,541,0,833,7,1,47,13,17,0,0,0,6,0,1,0
"421501060012","MORGAN ROAD ELEMENTARY SCHOOL",2012,"42150106","LIVERPOOL CSD","MARY SCHILTZ","7795 WETZEL RD","LIVERPOOL","3154531268","K-6, UE",33,0,0,0,0,0,0,6,18,50,0,73,0,0,0,9,2,0,0,0,0,0,1,0
"421501060013","SOULE ROAD ELEMENTARY SCHOOL",2012,"42150106","LIVERPOOL CSD","JEANNE BROWN","8338 SOULE RD","LIVERPOOL","3154531280","K-6",30,0,0,0,0,3,10,3,10,38,0,55,0,0,0,17,1,0,0,0,0,0,1,0
"412300010026","ROSCOE CONKLING ELEMENTARY SCHOOL",2014,"41230001","UTICA CITY SD","MARY BELDEN","1115 MOHAWK ST","UTICA","3153686800","K-6, UE",37,0,0,0,0,0,0,15,41,47,0,96,0,0,,11,1,0,0,0,0,0,1,0
