"ENTITY_CD","ENTITY_NAME","YEAR","SUBGROUP_NAME","Completers","HSGraduates","RegentsDiplomas","PER_RegDipl","RegDipAdvDesig","PER_RegDipAdvDesig","RegDipCTE","PER_RegDipCTE","LocalDiplomas","PER_LocDip","CommCred","PER_CommCred"
"310500860894","DEMOCRACY PREPARATORY CHARTER SCHOOL",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"310500860894","DEMOCRACY PREPARATORY CHARTER SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"310600010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 6",2013,"All Students","1042","990","936","95","106","11","0","00","54","05",,
"310600010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 6",2013,"General Education","939","935","911","97","105","11","0","00","24","03",,
"310600010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 6",2013,"Students with Disabilities","103","55","25","45","1","02","0","00","30","55",,
"310600011293","CITY COLLEGE ACADEMY OF THE ARTS",2013,"All Students","72","72","72","100","14","19","0","00","0","00",,
"310600011293","CITY COLLEGE ACADEMY OF THE ARTS",2013,"General Education","67","67","67","100","14","21","0","00","0","00",,
"310600011293","CITY COLLEGE ACADEMY OF THE ARTS",2013,"Students with Disabilities","5","5","5","100","0","00","0","00","0","00",,
"310600011346","COMMUNITY HEALTH ACADEMY OF THE HEIGHTS",2013,"All Students","46","46","41","89","2","04","0","00","5","11",,
"310600011346","COMMUNITY HEALTH ACADEMY OF THE HEIGHTS",2013,"General Education","39","39","39","100","2","05","0","00","0","00",,
"310600011346","COMMUNITY HEALTH ACADEMY OF THE HEIGHTS",2013,"Students with Disabilities","7","7","2","29","0","00","0","00","5","71",,
"310600011348","WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL",2013,"All Students","64","62","57","92","13","21","0","00","5","08",,
"310600011348","WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL",2013,"General Education","56","56","55","98","12","21","0","00","1","02",,
"310600011348","WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL",2013,"Students with Disabilities","8","6","2","33","1","17","0","00","4","67",,
"310600011423","HIGH SCHOOL FOR EXCELLENCE AND INNOVATION",2013,"All Students","32","32","28","88","0","00","0","00","4","13",,
"310600011423","HIGH SCHOOL FOR EXCELLENCE AND INNOVATION",2013,"General Education","26","26","26","100","0","00","0","00","0","00",,
"310600011423","HIGH SCHOOL FOR EXCELLENCE AND INNOVATION",2013,"Students with Disabilities","6","6","2","33","0","00","0","00","4","67",,
"310600011462","COLLEGE ACADEMY (THE)",2013,"All Students","132","125","119","95","4","03","0","00","6","05",,
"310600011462","COLLEGE ACADEMY (THE)",2013,"General Education","123","122","118","97","4","03","0","00","4","03",,
"310600011462","COLLEGE ACADEMY (THE)",2013,"Students with Disabilities","9","3","1","33","0","00","0","00","2","67",,
"310600011463","HIGH SCHOOL FOR MEDIA & COMMUNICATIONS",2013,"All Students","91","88","80","91","3","03","0","00","8","09",,
"310600011463","HIGH SCHOOL FOR MEDIA & COMMUNICATIONS",2013,"General Education","78","78","73","94","3","04","0","00","5","06",,
"310600011463","HIGH SCHOOL FOR MEDIA & COMMUNICATIONS",2013,"Students with Disabilities","13","10","7","70","0","00","0","00","3","30",,
"310600011467","HIGH SCHOOL FOR LAW & PUBLIC SERVICE",2013,"All Students","99","99","91","92","4","04","0","00","8","08",,
"310600011467","HIGH SCHOOL FOR LAW & PUBLIC SERVICE",2013,"General Education","94","94","91","97","4","04","0","00","3","03",,
"310600011467","HIGH SCHOOL FOR LAW & PUBLIC SERVICE",2013,"Students with Disabilities","5","5","0","00","0","00","0","00","5","100",,
"310600011468","HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES",2013,"All Students","101","95","88","93","10","11","0","00","7","07",,
"310600011468","HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES",2013,"General Education","88","88","85","97","10","11","0","00","3","03",,
"310600011468","HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES",2013,"Students with Disabilities","13","7","3","43","0","00","0","00","4","57",,
"310600011540","A PHILIP RANDOLPH CAMPUS HIGH SCHOOL",2013,"All Students","275","264","262","99","31","12","0","00","2","01",,
"310600011540","A PHILIP RANDOLPH CAMPUS HIGH SCHOOL",2013,"General Education","261","260","259","100","31","12","0","00","1","00",,
"310600011540","A PHILIP RANDOLPH CAMPUS HIGH SCHOOL",2013,"Students with Disabilities","14","4","3","75","0","00","0","00","1","25",,
"310600011552","GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMATICS",2013,"All Students","105","105","98","93","25","24","0","00","7","07",,
"310600011552","GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMATICS",2013,"General Education","105","105","98","93","25","24","0","00","7","07",,
"310600860887","NEW HEIGHTS ACADEMY CHARTER SCHOOL",2013,"All Students","74","74","67","91","6","08","0","00","7","09",,
"310600860887","NEW HEIGHTS ACADEMY CHARTER SCHOOL",2013,"General Education","57","57","57","100","5","09","0","00","0","00",,
"310600860887","NEW HEIGHTS ACADEMY CHARTER SCHOOL",2013,"Students with Disabilities","17","17","10","59","1","06","0","00","7","41",,
"320700010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 7",2013,"All Students","1232","1131","968","86","39","03","67","06","163","14",,
"320700010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 7",2013,"General Education","1000","993","920","93","39","04","62","06","73","07",,
"320700010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 7",2013,"Students with Disabilities","232","138","48","35","0","00","5","04","90","65",,
"320700011221","SOUTH BRONX PREPARATORY - A COLLEGE BOARD SCHOOL",2013,"All Students","69","68","61","90","5","07","0","00","7","10",,
"320700011221","SOUTH BRONX PREPARATORY - A COLLEGE BOARD SCHOOL",2013,"General Education","60","59","57","97","5","08","0","00","2","03",,
"320700011221","SOUTH BRONX PREPARATORY - A COLLEGE BOARD SCHOOL",2013,"Students with Disabilities","9","9","4","44","0","00","0","00","5","56",,
"320700011321","CROTONA ACADEMY HIGH SCHOOL",2013,"All Students","41","41","35","85","0","00","0","00","6","15",,
"320700011321","CROTONA ACADEMY HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"320700011321","CROTONA ACADEMY HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"320700011334","INTERNATIONAL COMMUNITY HIGH SCHOOL",2013,"All Students","41","41","36","88","2","05","0","00","5","12",,
"320700011334","INTERNATIONAL COMMUNITY HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"320700011334","INTERNATIONAL COMMUNITY HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"320700011379","JILL CHAIFETZ TRANSFER HIGH SCHOOL",2013,"All Students","32","32","20","63","1","03","0","00","12","38",,
"320700011379","JILL CHAIFETZ TRANSFER HIGH SCHOOL",2013,"General Education","27","27","19","70","1","04","0","00","8","30",,
"320700011379","JILL CHAIFETZ TRANSFER HIGH SCHOOL",2013,"Students with Disabilities","5","5","1","20","0","00","0","00","4","80",,
"320700011381","BRONX HAVEN HIGH SCHOOL",2013,"All Students","32","32","20","63","0","00","0","00","12","38",,
"320700011381","BRONX HAVEN HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"320700011381","BRONX HAVEN HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"320700011427","COMMUNITY SCHOOL FOR SOCIAL JUSTICE",2013,"All Students","57","53","52","98","0","00","0","00","1","02",,
"320700011427","COMMUNITY SCHOOL FOR SOCIAL JUSTICE",2013,"General Education","47","47","47","100","0","00","0","00","0","00",,
"320700011427","COMMUNITY SCHOOL FOR SOCIAL JUSTICE",2013,"Students with Disabilities","10","6","5","83","0","00","0","00","1","17",,
"320700011473","MOTT HAVEN VILLAGE PREP HIGH SCHOOL",2013,"All Students","57","48","39","81","0","00","0","00","9","19",,
"320700011473","MOTT HAVEN VILLAGE PREP HIGH SCHOOL",2013,"General Education","43","41","35","85","0","00","0","00","6","15",,
"320700011473","MOTT HAVEN VILLAGE PREP HIGH SCHOOL",2013,"Students with Disabilities","14","7","4","57","0","00","0","00","3","43",,
"320700011495","UNIVERSITY HEIGHTS SECONDARY SCHOOL-BRONX COMMUNITY COLLEGE",2013,"All Students","114","114","111","97","0","00","0","00","3","03",,
"320700011495","UNIVERSITY HEIGHTS SECONDARY SCHOOL-BRONX COMMUNITY COLLEGE",2013,"General Education","105","105","102","97","0","00","0","00","3","03",,
"320700011495","UNIVERSITY HEIGHTS SECONDARY SCHOOL-BRONX COMMUNITY COLLEGE",2013,"Students with Disabilities","9","9","9","100","0","00","0","00","0","00",,
"320700011500","HOSTOS-LINCOLN ACADEMY OF SCIENCE",2013,"All Students","61","61","57","93","9","15","0","00","4","07",,
"320700011500","HOSTOS-LINCOLN ACADEMY OF SCIENCE",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"320700011500","HOSTOS-LINCOLN ACADEMY OF SCIENCE",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"320700011520","FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES",2013,"All Students","73","63","57","90","0","00","0","00","6","10",,
"320700011520","FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES",2013,"General Education","57","57","54","95","0","00","0","00","3","05",,
"320700011520","FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES",2013,"Students with Disabilities","16","6","3","50","0","00","0","00","3","50",,
"320700011527","BRONX LEADERSHIP ACADEMY II HIGH SCHOOL",2013,"All Students","73","71","63","89","2","03","0","00","8","11",,
"320700011527","BRONX LEADERSHIP ACADEMY II HIGH SCHOOL",2013,"General Education","63","63","60","95","2","03","0","00","3","05",,
"320700011527","BRONX LEADERSHIP ACADEMY II HIGH SCHOOL",2013,"Students with Disabilities","10","8","3","38","0","00","0","00","5","63",,
"320700011547","NEW EXPLORERS HIGH SCHOOL",2013,"All Students","63","51","40","78","1","02","0","00","11","22",,
"320700011547","NEW EXPLORERS HIGH SCHOOL",2013,"General Education","42","39","38","97","1","03","0","00","1","03",,
"320700011547","NEW EXPLORERS HIGH SCHOOL",2013,"Students with Disabilities","21","12","2","17","0","00","0","00","10","83",,
"320700011548","URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",2013,"All Students","68","68","57","84","4","06","0","00","11","16",,
"320700011548","URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",2013,"General Education","57","57","56","98","4","07","0","00","1","02",,
"320700011548","URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",2013,"Students with Disabilities","11","11","1","09","0","00","0","00","10","91",,
"320700011551","URBAN ASSEMBLY BRONX ACADEMY OF LETTERS (THE)",2013,"All Students","71","70","64","91","1","01","0","00","6","09",,
"320700011551","URBAN ASSEMBLY BRONX ACADEMY OF LETTERS (THE)",2013,"General Education","63","63","61","97","1","02","0","00","2","03",,
"320700011551","URBAN ASSEMBLY BRONX ACADEMY OF LETTERS (THE)",2013,"Students with Disabilities","8","7","3","43","0","00","0","00","4","57",,
"320700011557","MOTT HAVEN COMMUNITY HIGH SCHOOL",2013,"All Students","s","s","s","s","s","s","s","s","s","s",,
"320700011557","MOTT HAVEN COMMUNITY HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"320700011557","MOTT HAVEN COMMUNITY HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"320700011600","ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL",2013,"All Students","122","119","89","75","5","04","67","56","30","25",,
"320700011600","ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL",2013,"General Education","95","95","83","87","5","05","62","65","12","13",,
"320700011600","ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL",2013,"Students with Disabilities","27","24","6","25","0","00","5","21","18","75",,
"320700011655","SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2013,"All Students","116","87","66","76","4","05","0","00","21","24",,
"320700011655","SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2013,"General Education","74","74","66","89","4","05","0","00","8","11",,
"320700011655","SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2013,"Students with Disabilities","42","13","0","00","0","00","0","00","13","100",,
"320700011670","HEALTH OPPORTUNITIES HIGH SCHOOL",2013,"All Students","114","107","98","92","5","05","0","00","9","08",,
"320700011670","HEALTH OPPORTUNITIES HIGH SCHOOL",2013,"General Education","100","99","94","95","5","05","0","00","5","05",,
"320700011670","HEALTH OPPORTUNITIES HIGH SCHOOL",2013,"Students with Disabilities","14","8","4","50","0","00","0","00","4","50",,
"320700860820","KIPP ACADEMY CHARTER SCHOOL",2013,"All Students","28","28","28","100","15","54","0","00","0","00",,
"320700860820","KIPP ACADEMY CHARTER SCHOOL",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"320700860820","KIPP ACADEMY CHARTER SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"320700860920","GREEN DOT NY CHARTER SCHOOL",2013,"All Students","90","90","90","100","14","16","0","00","0","00",,
"320700860920","GREEN DOT NY CHARTER SCHOOL",2013,"General Education","77","77","77","100","14","18","0","00","0","00",,
"320700860920","GREEN DOT NY CHARTER SCHOOL",2013,"Students with Disabilities","13","13","13","100","0","00","0","00","0","00",,
"320700860926","NYC CHARTER HS-ARCHITECTURE, ENGINEERING, CONSTRUCTION INDUSTRIES",2013,"All Students","53","53","50","94","0","00","0","00","3","06",,
"320700860926","NYC CHARTER HS-ARCHITECTURE, ENGINEERING, CONSTRUCTION INDUSTRIES",2013,"General Education","47","47","47","100","0","00","0","00","0","00",,
"320700860926","NYC CHARTER HS-ARCHITECTURE, ENGINEERING, CONSTRUCTION INDUSTRIES",2013,"Students with Disabilities","6","6","3","50","0","00","0","00","3","50",,
"320800010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 8",2013,"All Students","1595","1460","1223","84","96","07","18","01","237","16",,
"320800010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 8",2013,"General Education","1307","1293","1167","90","95","07","18","01","126","10",,
"320800010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 8",2013,"Students with Disabilities","288","167","56","34","1","01","0","00","111","66",,
"320800010312","MILLENIUM ART ACADEMY",2013,"All Students","86","86","82","95","0","00","0","00","4","05",,
"320800010312","MILLENIUM ART ACADEMY",2013,"General Education","76","76","75","99","0","00","0","00","1","01",,
"320800010312","MILLENIUM ART ACADEMY",2013,"Students with Disabilities","10","10","7","70","0","00","0","00","3","30",,
"320800011269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS",2013,"All Students","50","50","48","96","0","00","0","00","2","04",,
"320800011269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"320800011269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"320800011282","WOMEN'S ACADEMY OF EXCELLENCE",2013,"All Students","68","68","66","97","4","06","0","00","2","03",,
"320800011282","WOMEN'S ACADEMY OF EXCELLENCE",2013,"General Education","s","s","s","s","s","s","s","s","s","s",,
"320800011282","WOMEN'S ACADEMY OF EXCELLENCE",2013,"Students with Disabilities","s","s","s","s","s","s","s","s","s","s",,
"320800011293","RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TECHNOLOGY",2013,"All Students","94","92","88","96","3","03","0","00","4","04",,
"320800011293","RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TECHNOLOGY",2013,"General Education","76","76","75","99","3","04","0","00","1","01",,
"320800011293","RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TECHNOLOGY",2013,"Students with Disabilities","18","16","13","81","0","00","0","00","3","19",,
"320800011295","GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY",2013,"All Students","59","58","43","74","2","03","0","00","15","26",,
"320800011295","GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY",2013,"General Education","49","49","40","82","2","04","0","00","9","18",,
"320800011295","GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY",2013,"Students with Disabilities","10","9","3","33","0","00","0","00","6","67",,
"320800011305","PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES",2013,"All Students","66","60","47","78","2","03","0","00","13","22",,
"320800011305","PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES",2013,"General Education","49","47","44","94","1","02","0","00","3","06",,
"320800011305","PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES",2013,"Students with Disabilities","17","13","3","23","1","08","0","00","10","77",,
"320800011332","HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH",2013,"All Students","51","50","40","80","0","00","0","00","10","20",,
"320800011332","HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH",2013,"General Education","44","44","40","91","0","00","0","00","4","09",,
"320800011332","HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH",2013,"Students with Disabilities","7","6","0","00","0","00","0","00","6","100",,
"320800011377","BRONX COMMUNITY HIGH SCHOOL",2013,"All Students","43","43","32","74","0","00","0","00","11","26",,
"320800011377","BRONX COMMUNITY HIGH SCHOOL",2013,"General Education","43","43","32","74","0","00","0","00","11","26",,
"320800011405","HERBERT H LEHMAN HIGH SCHOOL",2013,"All Students","628","595","519","87","84","14","0","00","76","13",,
"320800011405","HERBERT H LEHMAN HIGH SCHOOL",2013,"General Education","548","546","504","92","84","15","0","00","42","08",,
"320800011405","HERBERT H LEHMAN HIGH SCHOOL",2013,"Students with Disabilities","80","49","15","31","0","00","0","00","34","69",,
"320800011452","BRONX GUILD HIGH SCHOOL",2013,"All Students","51","45","37","82","0","00","0","00","8","18",,
"320800011452","BRONX GUILD HIGH SCHOOL",2013,"General Education","36","36","34","94","0","00","0","00","2","06",,
"320800011452","BRONX GUILD HIGH SCHOOL",2013,"Students with Disabilities","15","9","3","33","0","00","0","00","6","67",,
"320800011519","FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY",2013,"All Students","58","53","45","85","0","00","1","02","8","15",,
