"ENTITY_CD","ENTITY_NAME","YEAR","SUBGROUP_NAME","DROPOUT","PER_DROPOUT","EQUIV","PER_EQUIV","TOTALNON","PER_TOTALNON","TOTAL_ENROLLMENT_BASE"
"140203060004","WILLIAMSVILLE SOUTH HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",843
"140203060004","WILLIAMSVILLE SOUTH HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",101
"140203060010","WILLIAMSVILLE NORTH HIGH SCHOOL",2013,"All Students","7","01","0","00","7","01",1274
"140203060010","WILLIAMSVILLE NORTH HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",1120
"140203060010","WILLIAMSVILLE NORTH HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",154
"140203060013","WILLIAMSVILLE EAST HIGH SCHOOL",2013,"All Students","7","01","0","00","7","01",1077
"140203060013","WILLIAMSVILLE EAST HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",985
"140203060013","WILLIAMSVILLE EAST HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",92
"140207060000","SWEET HOME CENTRAL SCHOOL DISTRICT",2013,"All Students","14","01","1","00","15","01",1123
"140207060000","SWEET HOME CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",1015
"140207060000","SWEET HOME CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",108
"140207060006","SWEET HOME SENIOR HIGH SCHOOL",2013,"All Students","12","01","1","00","13","01",1100
"140207060006","SWEET HOME SENIOR HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",1008
"140207060006","SWEET HOME SENIOR HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",92
"140301030000","EAST AURORA UNION FREE SCHOOL DISTRICT",2013,"All Students","s","s","s","s","s","s",690
"140301030000","EAST AURORA UNION FREE SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",638
"140301030000","EAST AURORA UNION FREE SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",52
"140301030005","EAST AURORA HIGH SCHOOL",2013,"All Students","s","s","s","s","s","s",667
"140301030005","EAST AURORA HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",633
"140301030005","EAST AURORA HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",34
"140600010000","BUFFALO CITY SCHOOL DISTRICT",2013,"All Students","873","09","13","00","886","10",9259
"140600010000","BUFFALO CITY SCHOOL DISTRICT",2013,"General Education","639","09","10","00","649","09",7302
"140600010000","BUFFALO CITY SCHOOL DISTRICT",2013,"Students with Disabilities","234","12","3","00","237","12",1957
"140600010042","PS 42 OCCUPATIONAL TRAINING CENTER",2013,"All Students","s","s","s","s","s","s",70
"140600010042","PS 42 OCCUPATIONAL TRAINING CENTER",2013,"General Education","s","s","s","s","s","s",4
"140600010042","PS 42 OCCUPATIONAL TRAINING CENTER",2013,"Students with Disabilities","s","s","s","s","s","s",66
"140600010056","FREDERICK OLMSTED #156",2013,"All Students","7","03","0","00","7","03",246
"140600010056","FREDERICK OLMSTED #156",2013,"General Education","s","s","s","s","s","s",221
"140600010056","FREDERICK OLMSTED #156",2013,"Students with Disabilities","s","s","s","s","s","s",25
"140600010072","LORRAINE ELEMENTARY SCHOOL",2013,"All Students","s","s","s","s","s","s",1
"140600010072","LORRAINE ELEMENTARY SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",1
"140600010093","SOUTHSIDE ELEMENTARY SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",1
"140600010097","BUFFALO ACADEMY FOR THE VISUAL & PERFORMING ARTS",2013,"All Students","19","04","0","00","19","04",528
"140600010097","BUFFALO ACADEMY FOR THE VISUAL & PERFORMING ARTS",2013,"General Education","14","03","0","00","14","03",435
"140600010097","BUFFALO ACADEMY FOR THE VISUAL & PERFORMING ARTS",2013,"Students with Disabilities","5","05","0","00","5","05",93
"140600010098","MCKINLEY VOCATIONAL HIGH SCHOOL",2013,"All Students","70","07","1","00","71","07",985
"140600010098","MCKINLEY VOCATIONAL HIGH SCHOOL",2013,"General Education","53","07","1","00","54","07",809
"140600010098","MCKINLEY VOCATIONAL HIGH SCHOOL",2013,"Students with Disabilities","17","10","0","00","17","10",176
"140600010099","BENNETT HIGH SCHOOL",2013,"All Students","86","13","0","00","86","13",661
"140600010099","BENNETT HIGH SCHOOL",2013,"General Education","68","13","0","00","68","13",511
"140600010099","BENNETT HIGH SCHOOL",2013,"Students with Disabilities","18","12","0","00","18","12",150
"140600010101","BURGARD VOCATIONAL HIGH SCHOOL",2013,"All Students","101","19","1","00","102","20",523
"140600010101","BURGARD VOCATIONAL HIGH SCHOOL",2013,"General Education","75","18","0","00","75","18",406
"140600010101","BURGARD VOCATIONAL HIGH SCHOOL",2013,"Students with Disabilities","26","22","1","01","27","23",117
"140600010102","CITY HONORS SCHOOL AT FOSDICK MASTEN PARK",2013,"All Students","s","s","s","s","s","s",486
"140600010102","CITY HONORS SCHOOL AT FOSDICK MASTEN PARK",2013,"General Education","s","s","s","s","s","s",446
"140600010102","CITY HONORS SCHOOL AT FOSDICK MASTEN PARK",2013,"Students with Disabilities","s","s","s","s","s","s",40
"140600010104","EMERSON SCHOOL OF HOSPITALITY",2013,"All Students","s","s","s","s","s","s",427
"140600010104","EMERSON SCHOOL OF HOSPITALITY",2013,"General Education","s","s","s","s","s","s",328
"140600010104","EMERSON SCHOOL OF HOSPITALITY",2013,"Students with Disabilities","s","s","s","s","s","s",99
"140600010105","HUTCHINSON CENTRAL TECHNICAL HIGH SCHOOL",2013,"All Students","21","02","1","00","22","02",1073
"140600010105","HUTCHINSON CENTRAL TECHNICAL HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",1017
"140600010105","HUTCHINSON CENTRAL TECHNICAL HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",56
"140600010107","LAFAYETTE HIGH SCHOOL",2013,"All Students","86","15","0","00","86","15",557
"140600010107","LAFAYETTE HIGH SCHOOL",2013,"General Education","65","14","0","00","65","14",466
"140600010107","LAFAYETTE HIGH SCHOOL",2013,"Students with Disabilities","21","23","0","00","21","23",91
"140600010108","RIVERSIDE INSTITUTE OF TECHNOLOGY",2013,"All Students","149","20","0","00","149","20",751
"140600010108","RIVERSIDE INSTITUTE OF TECHNOLOGY",2013,"General Education","98","16","0","00","98","16",596
"140600010108","RIVERSIDE INSTITUTE OF TECHNOLOGY",2013,"Students with Disabilities","51","33","0","00","51","33",155
"140600010110","SOUTH PARK HIGH SCHOOL",2013,"All Students","89","11","1","00","90","11",824
"140600010110","SOUTH PARK HIGH SCHOOL",2013,"General Education","64","11","1","00","65","11",597
"140600010110","SOUTH PARK HIGH SCHOOL",2013,"Students with Disabilities","25","11","0","00","25","11",227
"140600010128","LEONARDO DA VINCI HIGH SCHOOL",2013,"All Students","7","02","0","00","7","02",387
"140600010128","LEONARDO DA VINCI HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",339
"140600010128","LEONARDO DA VINCI HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",48
"140600010132","MATH SCIENCE TECHNOLOGY PREPARATORY SCHOOL AT SENECA (THE)",2013,"All Students","16","07","0","00","16","07",241
"140600010132","MATH SCIENCE TECHNOLOGY PREPARATORY SCHOOL AT SENECA (THE)",2013,"General Education","11","06","0","00","11","06",194
"140600010132","MATH SCIENCE TECHNOLOGY PREPARATORY SCHOOL AT SENECA (THE)",2013,"Students with Disabilities","5","11","0","00","5","11",47
"140600010133","ALTERNATIVE HIGH SCHOOL AT 44",2013,"All Students","78","77","4","04","82","81",101
"140600010133","ALTERNATIVE HIGH SCHOOL AT 44",2013,"General Education","64","81","4","05","68","86",79
"140600010133","ALTERNATIVE HIGH SCHOOL AT 44",2013,"Students with Disabilities","14","64","0","00","14","64",22
"140600010135","MIDDLE EARLY COLLEGE HIGH SCHOOL",2013,"All Students","7","02","0","00","7","02",295
"140600010135","MIDDLE EARLY COLLEGE HIGH SCHOOL",2013,"General Education","7","03","0","00","7","03",252
"140600010135","MIDDLE EARLY COLLEGE HIGH SCHOOL",2013,"Students with Disabilities","0","00","0","00","0","00",43
"140600010307","EAST HIGH SCHOOL",2013,"All Students","49","13","4","01","53","14",388
"140600010307","EAST HIGH SCHOOL",2013,"General Education","36","12","3","01","39","13",299
"140600010307","EAST HIGH SCHOOL",2013,"Students with Disabilities","13","15","1","01","14","16",89
"140600010308","INTERNATIONAL PREPARATORY SCHOOL AT GROVER CLEVELAND AT #187",2013,"All Students","35","14","0","00","35","14",247
"140600010308","INTERNATIONAL PREPARATORY SCHOOL AT GROVER CLEVELAND AT #187",2013,"General Education","26","12","0","00","26","12",214
"140600010308","INTERNATIONAL PREPARATORY SCHOOL AT GROVER CLEVELAND AT #187",2013,"Students with Disabilities","9","27","0","00","9","27",33
"140600860838","TAPESTRY CHARTER SCHOOL",2013,"All Students","5","02","0","00","5","02",320
"140600860838","TAPESTRY CHARTER SCHOOL",2013,"General Education","s","s","s","s","s","s",283
"140600860838","TAPESTRY CHARTER SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",37
"140600860861","BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL",2013,"All Students","7","03","0","00","7","03",279
"140600860861","BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL",2013,"General Education","7","03","0","00","7","03",255
"140600860861","BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL",2013,"Students with Disabilities","0","00","0","00","0","00",24
"140600860863","WESTERN NEW YORK MARITIME CHARTER SCHOOL",2013,"All Students","7","02","0","00","7","02",292
"140600860863","WESTERN NEW YORK MARITIME CHARTER SCHOOL",2013,"General Education","s","s","s","s","s","s",249
"140600860863","WESTERN NEW YORK MARITIME CHARTER SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",43
"140600860868","ORACLE CHARTER SCHOOL",2013,"All Students","8","02","1","00","9","03",354
"140600860868","ORACLE CHARTER SCHOOL",2013,"General Education","s","s","s","s","s","s",305
"140600860868","ORACLE CHARTER SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",49
"140600860961","HEALTH SCIENCES CHARTER SCHOOL",2013,"All Students","s","s","s","s","s","s",213
"140600860961","HEALTH SCIENCES CHARTER SCHOOL",2013,"General Education","s","s","s","s","s","s",283
"140701060000","CHEEKTOWAGA CENTRAL SCHOOL DISTRICT",2013,"All Students","12","02","0","00","12","02",756
"140701060000","CHEEKTOWAGA CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",633
"140701060000","CHEEKTOWAGA CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",123
"140701060006","CHEEKTOWAGA HIGH SCHOOL",2013,"All Students","5","01","0","00","5","01",682
"140701060006","CHEEKTOWAGA HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",598
"140701060006","CHEEKTOWAGA HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",84
"140701060008","PINE HILL EDUCATION CENTER",2013,"All Students","7","13","0","00","7","13",56
"140701060008","PINE HILL EDUCATION CENTER",2013,"General Education","s","s","s","s","s","s",33
"140701060008","PINE HILL EDUCATION CENTER",2013,"Students with Disabilities","s","s","s","s","s","s",23
"140702030000","CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT",2013,"All Students","12","02","11","02","23","03",691
"140702030000","CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT",2013,"General Education","8","01","8","01","16","03",602
"140702030000","CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT",2013,"Students with Disabilities","4","04","3","03","7","08",89
"140702030006","MARYVALE HIGH SCHOOL",2013,"All Students","11","02","11","02","22","03",681
"140702030006","MARYVALE HIGH SCHOOL",2013,"General Education","7","01","8","01","15","02",602
"140702030006","MARYVALE HIGH SCHOOL",2013,"Students with Disabilities","4","05","3","04","7","09",79
"140703020000","CLEVELAND HILL UNION FREE SCHOOL DISTRICT",2013,"All Students","8","02","0","00","8","02",475
"140703020000","CLEVELAND HILL UNION FREE SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",386
"140703020000","CLEVELAND HILL UNION FREE SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",89
"140703020003","CLEVELAND HILL HIGH SCHOOL",2013,"All Students","s","s","s","s","s","s",432
"140703020003","CLEVELAND HILL HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",370
"140703020003","CLEVELAND HILL HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",62
"140707030000","DEPEW UNION FREE SCHOOL DISTRICT",2013,"All Students","17","03","0","00","17","03",641
"140707030000","DEPEW UNION FREE SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",551
"140707030000","DEPEW UNION FREE SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",90
"140707030003","DEPEW HIGH SCHOOL",2013,"All Students","17","03","0","00","17","03",609
"140707030003","DEPEW HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",543
"140707030003","DEPEW HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",66
"140709030000","CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT",2013,"All Students","14","03","0","00","14","03",490
"140709030000","CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",392
"140709030000","CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",98
"140709030004","JOHN F KENNEDY SENIOR HIGH SCHOOL",2013,"All Students","13","03","0","00","13","03",467
"140709030004","JOHN F KENNEDY SENIOR HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",391
"140709030004","JOHN F KENNEDY SENIOR HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",76
"140801060000","CLARENCE CENTRAL SCHOOL DISTRICT",2013,"All Students","13","01","0","00","13","01",1642
"140801060000","CLARENCE CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",1397
"140801060000","CLARENCE CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",245
"140801060006","CLARENCE SENIOR HIGH SCHOOL",2013,"All Students","12","01","0","00","12","01",1613
"140801060006","CLARENCE SENIOR HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",1391
"140801060006","CLARENCE SENIOR HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",222
"141101060000","SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT",2013,"All Students","11","02","1","00","12","02",680
"141101060000","SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",592
"141101060000","SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",88
"141101060001","GRIFFITH INSTITUTE HIGH SCHOOL",2013,"All Students","9","01","1","00","10","02",648
"141101060001","GRIFFITH INSTITUTE HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",579
"141101060001","GRIFFITH INSTITUTE HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",69
"141201060000","EDEN CENTRAL SCHOOL DISTRICT",2013,"All Students","9","02","0","00","9","02",570
"141201060000","EDEN CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",487
"141201060000","EDEN CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",83
"141201060001","EDEN JUNIOR-SENIOR HIGH SCHOOL",2013,"All Students","8","01","0","00","8","01",558
"141201060001","EDEN JUNIOR-SENIOR HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",485
"141201060001","EDEN JUNIOR-SENIOR HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",73
"141301060000","IROQUOIS CENTRAL SCHOOL DISTRICT",2013,"All Students","s","s","s","s","s","s",911
"141301060000","IROQUOIS CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",788
"141301060000","IROQUOIS CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",123
"141301060006","IROQUOIS SENIOR HIGH SCHOOL",2013,"All Students","s","s","s","s","s","s",893
"141301060006","IROQUOIS SENIOR HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",784
"141301060006","IROQUOIS SENIOR HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",109
"141401060000","EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE)",2013,"All Students","25","03","0","00","25","03",870
"141401060000","EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE)",2013,"General Education","18","02","0","00","18","02",737
"141401060000","EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE)",2013,"Students with Disabilities","7","05","0","00","7","05",133
"141401060003","LAKE SHORE SENIOR HIGH SCHOOL",2013,"All Students","22","03","0","00","22","03",850
"141401060003","LAKE SHORE SENIOR HIGH SCHOOL",2013,"General Education","17","02","0","00","17","02",732
"141401060003","LAKE SHORE SENIOR HIGH SCHOOL",2013,"Students with Disabilities","5","04","0","00","5","04",118
"141501060000","GRAND ISLAND CENTRAL SCHOOL DISTRICT",2013,"All Students","12","01","0","00","12","01",1061
"141501060000","GRAND ISLAND CENTRAL SCHOOL DISTRICT",2013,"General Education","s","s","s","s","s","s",909
"141501060000","GRAND ISLAND CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","s","s","s","s","s","s",152
"141501060004","GRAND ISLAND SENIOR HIGH SCHOOL",2013,"All Students","11","01","0","00","11","01",1037
"141501060004","GRAND ISLAND SENIOR HIGH SCHOOL",2013,"General Education","s","s","s","s","s","s",909
"141501060004","GRAND ISLAND SENIOR HIGH SCHOOL",2013,"Students with Disabilities","s","s","s","s","s","s",128
"141601060000","HAMBURG CENTRAL SCHOOL DISTRICT",2013,"All Students","19","02","0","00","19","02",1205
"141601060000","HAMBURG CENTRAL SCHOOL DISTRICT",2013,"General Education","13","01","0","00","13","01",1018
"141601060000","HAMBURG CENTRAL SCHOOL DISTRICT",2013,"Students with Disabilities","6","03","0","00","6","03",187
"141601060007","HAMBURG HIGH SCHOOL",2013,"All Students","18","02","0","00","18","02",1159
"141601060007","HAMBURG HIGH SCHOOL",2013,"General Education","13","01","0","00","13","01",1007
"141601060007","HAMBURG HIGH SCHOOL",2013,"Students with Disabilities","5","03","0","00","5","03",152
"141604060000","FRONTIER CENTRAL SCHOOL DISTRICT",2013,"All Students","16","01","6","00","22","01",1694
"141604060000","FRONTIER CENTRAL SCHOOL DISTRICT",2013,"General Education","7","00","5","00","12","01",1418
