"ENTITY_CD","ENTITY_NAME","YEAR","SUBGROUP_NAME","TOTAL_GRAD_PLAN","NUM_4YR_COLLEGE","PER_4YR_COLLEGE","NUM_2YR_COLLEGE","PER_2YR_COLLEGE","NUM_POST_SECONDARY","PER_POST_SECONDARY","NUM_MILITARY","PER_MILITARY","NUM_EMPLOYMENT","PER_EMPLOYMENT","NUM_ADULT_SERVICES","PER_ADULT_SERVICES","NUM_OTHER","PER_OTHER","NUM_UNKNOWN","PER_UNKNOWN"
"140600010042","PS 42 OCCUPATIONAL TRAINING CENTER",2012,"General Education",,"0","","47","","0","","0","0","0","0","0","0","0","0","0","0"
"660203060005","HENDRICK HUDSON HIGH SCHOOL",2012,"General Education",,"153","","37","","1","","4","2","2","1","0","0","0","0","0","0"
"660203060000","HENDRICK HUDSON CENTRAL SCHOOL DISTRICT",2012,"General Education",,"153","","37","","1","","4","2","2","1","0","0","0","0","0","0"
"321200011271","EAST BRONX ACADEMY FOR THE FUTURE",2012,"General Education",,"10","","40","","3","","0","0","0","0","0","0","0","0","1","2"
"321100011288","COLLEGIATE INSTITUTE FOR MATH AND SCIENCE",2012,"General Education",,"59","","33","","0","","1","1","0","0","0","0","0","0","3","3"
"342700011262","CHANNEL VIEW SCHOOL FOR RESEARCH",2012,"General Education",,"39","","23","","2","","0","0","6","8","0","0","1","1","7","9"
"500301060007","TAPPAN ZEE HIGH SCHOOL",2012,"General Education",,"195","","42","","1","","2","1","4","2","0","0","0","0","0","0"
"500301060000","SOUTH ORANGETOWN CENTRAL SCHOOL DISTRICT",2012,"General Education",,"195","","42","","1","","2","1","4","2","0","0","0","0","0","0"
"520401040000","CORINTH CENTRAL SCHOOL DISTRICT",2012,"General Education",,"25","","29","","0","","2","3","8","12","0","0","0","0","1","2"
"520401040007","CORINTH HIGH SCHOOL",2012,"General Education",,"25","","29","","0","","2","3","8","12","0","0","0","0","1","2"
"521200050003","MECHANICVILLE JUNIOR/SENIOR HIGH SCHOOL",2012,"General Education",,"32","","39","","0","","2","2","5","6","0","0","0","0","3","4"
"520701040000","GALWAY CENTRAL SCHOOL DISTRICT",2012,"General Education",,"33","","32","","0","","4","5","2","2","0","0","0","0","11","13"
"570302060003","HAVERLING SENIOR HIGH SCHOOL",2012,"General Education",,"43","","41","","2","","7","6","23","19","0","0","3","3","0","0"
"570201040002","AVOCA CENTRAL SCHOOL",2012,"General Education",,"8","","21","","0","","1","3","4","12","0","0","0","0","0","0"
"570603040002","CAMPBELL-SAVONA JUNIOR/SENIOR HIGH SCHOOL",2012,"General Education",,"13","","28","","1","","6","10","13","21","0","0","1","2","0","0"
"570401040001","BRADFORD CENTRAL SCHOOL",2012,"General Education",,"2","","9","","0","","0","0","4","27","0","0","0","0","0","0"
"570401040000","BRADFORD CENTRAL SCHOOL DISTRICT",2012,"General Education",,"2","","9","","0","","0","0","4","27","0","0","0","0","0","0"
"571502060001","CANISTEO-GREENWOOD HIGH SCHOOL",2012,"General Education",,"21","","20","","1","","7","11","10","15","0","0","0","0","7","11"
"142601030000","KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT",2012,"General Education",,"246","","163","","4","","12","3","35","7","0","0","8","2","6","1"
"142601030026","KENMORE WEST SENIOR HIGH SCHOOL",2012,"General Education",,"137","","76","","3","","4","2","26","10","0","0","1","0","3","1"
"142601030025","KENMORE EAST SENIOR HIGH SCHOOL",2012,"General Education",,"109","","78","","1","","7","3","6","3","0","0","6","3","2","1"
"190301040000","CAIRO-DURHAM CENTRAL SCHOOL DISTRICT",2012,"General Education",,"32","","37","","0","","3","4","11","13","0","0","0","0","2","2"
"190401060003","CATSKILL SENIOR HIGH SCHOOL",2012,"General Education",,"36","","46","","1","","3","3","9","9","0","0","0","0","3","3"
"441600010000","NEWBURGH CITY SCHOOL DISTRICT",2012,"General Education",,"239","","230","","12","","12","2","43","7","0","0","21","3","60","10"
"441600010017","NEWBURGH FREE ACADEMY-MAIN CAMPUS",2012,"General Education",,"239","","230","","12","","12","2","43","7","0","0","21","3","60","10"
"480601060003","BREWSTER HIGH SCHOOL",2012,"General Education",,"191","","46","","1","","4","2","11","4","0","0","1","0","0","0"
"490101040000","BERLIN CENTRAL SCHOOL DISTRICT",2012,"General Education",,"21","","23","","0","","0","0","8","15","0","0","0","0","0","0"
"522001040003","STILLWATER MIDDLE SCHOOL HIGH SCHOOL",2012,"General Education",,"51","","37","","0","","5","5","5","5","0","0","0","0","0","0"
"261201060006","PENFIELD SENIOR HIGH SCHOOL",2012,"General Education",,"229","","110","","0","","3","1","6","2","0","0","0","0","4","1"
"412300010000","UTICA CITY SCHOOL DISTRICT",2012,"General Education",,"97","","267","","6","","12","3","25","6","0","0","1","0","9","2"
"512501040000","PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT",2012,"General Education",,"11","","17","","1","","4","10","6","15","0","0","0","0","0","0"
"342800010000","NEW YORK CITY GEOGRAPHIC DISTRICT #28",2012,"General Education",,"1260","","740","","26","","23","1","24","1","0","0","4","0","429","17"
"353100011605","STATEN ISLAND TECHNICAL HIGH SCHOOL",2012,"General Education",,"218","","0","","1","","3","1","0","0","0","0","0","0","1","0"
"353100011600","RALPH R MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",2012,"General Education",,"50","","7","","7","","3","3","7","7","0","0","6","6","24","23"
"353100011460","SUSAN E WAGNER HIGH SCHOOL",2012,"General Education",,"424","","57","","7","","9","2","21","4","0","0","0","0","55","10"
"353100010000","NEW YORK CITY GEOGRAPHIC DISTRICT #31",2012,"General Education",,"2308","","303","","70","","63","2","139","4","2","0","19","1","219","7"
"662401060007","LAKELAND HIGH SCHOOL",2012,"General Education",,"182","","44","","0","","1","0","5","2","0","0","0","0","2","1"
"010306060000","BETHLEHEM CENTRAL SCHOOL DISTRICT",2012,"General Education",,"268","","78","","1","","3","1","4","1","0","0","1","0","2","1"
"031601060051","VESTAL SENIOR HIGH SCHOOL",2012,"General Education",,"148","","87","","0","","4","2","10","4","0","0","0","0","7","3"
"280521030000","BETHPAGE UNION FREE SCHOOL DISTRICT",2012,"General Education",,"220","","12","","1","","8","3","4","2","0","0","0","0","0","0"
"280522030000","FARMINGDALE UNION FREE SCHOOL DISTRICT",2012,"General Education",,"232","","123","","2","","7","2","13","3","0","0","6","2","2","1"
"310300010000","NEW YORK CITY GEOGRAPHIC DISTRICT # 3",2012,"General Education",,"1027","","291","","8","","10","1","42","3","0","0","5","0","258","16"
"310200010047","AMERICAN SIGN LANGUAGE & ENGLISH SECONDARY SCHOOL",2012,"General Education",,"6","","6","","0","","1","7","0","0","0","0","0","0","1","7"
"310200011419","LANDMARK HIGH SCHOOL",2012,"General Education",,"33","","10","","0","","0","0","1","2","0","0","0","0","16","27"
"310100011515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",2012,"General Education",,"63","","42","","0","","1","1","11","9","0","0","0","0","10","8"
"310300011505","EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL",2012,"General Education",,"2","","99","","3","","2","2","16","12","0","0","2","2","8","6"
"320900011276","LEADERSHIP INSTITUTE",2012,"General Education",,"8","","22","","0","","0","0","0","0","0","0","0","0","1","3"
"580410030017","COMMACK HIGH SCHOOL",2012,"General Education",,"441","","74","","3","","2","0","0","0","0","0","0","0","6","1"
"580413030000","SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT",2012,"General Education",,"256","","85","","2","","8","2","14","4","0","0","3","1","2","1"
"580413030011","WALT WHITMAN HIGH SCHOOL",2012,"General Education",,"256","","85","","2","","8","2","14","4","0","0","3","1","0","0"
"580805060000","KINGS PARK CENTRAL SCHOOL DISTRICT",2012,"General Education",,"227","","44","","5","","0","0","3","1","0","0","2","1","0","0"
"660302030002","TUCKAHOE HIGH SCHOOL",2012,"General Education",,"38","","9","","0","","0","0","0","0","0","0","0","0","0","0"
"660302030000","TUCKAHOE UNION FREE SCHOOL DISTRICT",2012,"General Education",,"38","","10","","0","","0","0","0","0","0","0","1","2","0","0"
"662300010048","YONKERS HIGH SCHOOL",2012,"General Education",,"198","","54","","0","","1","0","2","1","0","0","0","0","0","0"
"662300010043","ROOSEVELT HIGH SCHOOL",2012,"General Education",,"92","","43","","0","","2","1","2","1","0","0","0","0","0","0"
"662300010040","SAUNDERS TRADES & TECHNICAL HIGH SCHOOL",2012,"General Education",,"83","","77","","1","","3","1","5","2","0","0","1","0","48","22"
"180300010000","BATAVIA CITY SCHOOL DISTRICT",2012,"General Education",,"48","","64","","2","","12","8","20","13","0","0","3","2","4","3"
"180202040003","ALEXANDER MIDDLE SCHOOL-HIGH SCHOOL",2012,"General Education",,"16","","26","","0","","4","7","10","18","0","0","0","0","1","2"
"180202040000","ALEXANDER CENTRAL SCHOOL DISTRICT",2012,"General Education",,"16","","26","","0","","4","7","10","18","0","0","0","0","1","2"
"260401060001","GATES-CHILI HIGH SCHOOL",2012,"General Education",,"134","","156","","6","","6","2","24","7","1","0","3","1","2","1"
"141401060003","LAKE SHORE SENIOR HIGH SCHOOL",2012,"General Education",,"105","","71","","0","","7","3","4","2","0","0","0","0","17","8"
"111111111111","All Public Schools",2012,"General Education",,,,,,"1729","","3078","2","7851","5","33","0","1009","1","13287","8"
"310300011404","INNOVATION DIPLOMA PLUS",2012,"General Education",,"0","","11","","3","","0","0","2","7","0","0","0","0","11","41"
"342400011293","CIVIC LEADERSHIP ACADEMY",2012,"General Education",,"35","","28","","6","","2","3","3","4","0","0","1","1","0","0"
"342400011299","BARD HIGH SCHOOL EARLY COLLEGE QUEENS",2012,"General Education",,"168","","7","","0","","0","0","0","0","0","0","0","0","4","2"
"343000011301","ACADEMY FOR CAREERS IN TELEVISION AND FILM",2012,"General Education",,"44","","43","","0","","0","0","0","0","0","0","0","0","3","3"
"342700011302","QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH AND TECHNOLOGY",2012,"General Education",,"25","","18","","0","","0","0","3","6","0","0","0","0","7","13"
"310600860887","NEW HEIGHTS ACADEMY CHARTER SCHOOL",2012,"General Education",,"35","","24","","0","","0","0","0","0","0","0","0","0","11","16"
"342600010000","NEW YORK CITY GEOGRAPHIC DISTRICT #26",2012,"General Education",,"1942","","949","","26","","25","1","39","1","2","0","4","0","325","10"
"280517030000","HICKSVILLE UNION FREE SCHOOL DISTRICT",2012,"General Education",,"227","","136","","6","","6","2","10","3","0","0","3","1","0","0"
"280517030010","HICKSVILLE HIGH SCHOOL",2012,"General Education",,"227","","136","","6","","6","2","10","3","0","0","3","1","0","0"
"460500010005","G RAY BODLEY HIGH SCHOOL",2012,"General Education",,"85","","101","","3","","14","6","38","15","0","0","3","1","4","2"
"460500010000","FULTON CITY SCHOOL DISTRICT",2012,"General Education",,"85","","101","","3","","14","6","38","15","0","0","3","1","4","2"
"460701040000","HANNIBAL CENTRAL SCHOOL DISTRICT",2012,"General Education",,"15","","62","","4","","4","4","8","8","0","0","0","0","5","5"
"140203060000","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT",2012,"General Education",,"589","","151","","3","","12","2","8","1","0","0","6","1","2","0"
"140203060013","WILLIAMSVILLE EAST HIGH SCHOOL",2012,"General Education",,"190","","35","","0","","3","1","3","1","0","0","0","0","1","0"
"280411030000","CARLE PLACE UNION FREE SCHOOL DISTRICT",2012,"General Education",,"80","","23","","1","","1","1","1","1","0","0","0","0","0","0"
"280501060000","NORTH SHORE CENTRAL SCHOOL DISTRICT",2012,"General Education",,"167","","19","","1","","1","1","3","2","0","0","0","0","6","3"
"332100011337","INTERNATIONAL HIGH SCHOOL AT LAFAYETTE",2012,"General Education",,"21","","30","","0","","0","0","1","2","0","0","0","0","9","15"
"132101060016","ORCHARD VIEW ALTERNATIVE HIGH SCHOOL",2012,"General Education",,"0","","14","","2","","1","6","0","0","0","0","0","0","0","0"
"261600010083","SKILLED TRADES AT EDISON",2012,"General Education",,"3","","36","","4","","3","6","5","10","0","0","1","2","0","0"
"261600010082","SCHOOL OF ENGINEERING AND MANUFACTURING AT EDISON",2012,"General Education",,"9","","33","","1","","7","12","4","7","0","0","3","5","0","0"
"140600860863","WESTERN NEW YORK MARITIME CHARTER SCHOOL",2012,"General Education",,"25","","26","","0","","3","5","0","0","0","0","1","2","0","0"
"261600010094","SCHOOL OF IMAGING AND INFORMATION TECHNOLOGY AT EDISON",2012,"General Education",,"10","","28","","1","","0","0","1","2","0","0","1","2","1","2"
"070600010023","ELMIRA ALTERNATIVE HIGH SCHOOL AT WASHINGTON SCHOOL",2012,"General Education",,"0","","1","","0","","0","0","2","67","0","0","0","0","0","0"
"261600010081","SCHOOL FOR BUSINESS, FINANCE AND ENTREPRENEURSHIP AT EDISON",2012,"General Education",,"5","","18","","1","","1","3","6","18","0","0","0","0","2","6"
"140600860861","BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL",2012,"General Education",,"35","","0","","0","","0","0","0","0","0","0","0","0","0","0"
"662300010038","LINCOLN HIGH SCHOOL",2012,"General Education",,"95","","119","","1","","12","5","5","2","0","0","1","0","0","0"
"662300010037","GORTON HIGH SCHOOL",2012,"General Education",,"65","","71","","0","","4","2","10","5","0","0","2","1","30","16"
"321000011284","BRONX SCHOOL OF LAW AND FINANCE",2012,"General Education",,"19","","27","","0","","3","4","0","0","0","0","0","0","18","27"
"320900011227","BRONX COLLELGIATE ACADEMY",2012,"General Education",,"1","","1","","0","","0","0","0","0","0","0","0","0","44","96"
"321200011267","BRONX LATIN SCHOOL",2012,"General Education",,"18","","18","","0","","0","0","0","0","0","0","0","0","0","0"
"342400011296","PAN AMERICAN INTERNATIONAL HIGH SCHOOL",2012,"General Education",,"4","","39","","0","","0","0","1","2","0","0","0","0","4","8"
"310200011300","URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION",2012,"General Education",,"18","","20","","0","","0","0","0","0","0","0","0","0","13","25"
"310400011555","CENTRAL PARK EAST HIGH SCHOOL",2012,"General Education",,"38","","19","","0","","1","2","0","0","0","0","0","0","3","5"
"310600011552","GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMATICS",2012,"General Education",,"18","","40","","0","","0","0","1","1","0","0","0","0","27","31"
"310200011550","LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS",2012,"General Education",,"0","","57","","1","","0","0","0","0","0","0","0","0","1","2"
"310200011531","REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS",2012,"General Education",,"19","","18","","0","","0","0","0","0","0","0","0","0","1","3"
"310100011650","CASCADES HIGH SCHOOL",2012,"General Education",,"4","","54","","2","","0","0","22","26","0","0","0","0","4","5"
"310200011570","SATELLITE ACADEMY HIGH SCHOOL",2012,"General Education",,"4","","51","","8","","1","1","2","3","0","0","0","0","5","7"
"310200011565","URBAN ACADEMY LABORATORY HIGH SCHOOL",2012,"General Education",,"0","","0","","0","","0","0","0","0","0","0","0","0","24","100"
"310200011560","HS 560 CITY-AS-SCHOOL",2012,"General Education",,"92","","15","","0","","0","0","0","0","0","0","0","0","76","42"
"310300011415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING  AND VISUAL ARTS",2012,"General Education",,"11","","4","","0","","0","0","0","0","0","0","0","0","20","57"
"310200011408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL",2012,"General Education",,"75","","5","","0","","0","0","7","7","0","0","0","0","10","10"
"321000010000","NEW YORK CITY GEOGRAPHIC DISTRICT #10",2012,"General Education",,"1521","","786","","15","","21","1","40","1","0","0","10","0","734","23"
"321200011550","HIGH SCHOOL OF WORLD CULTURES",2012,"General Education",,"26","","21","","0","","2","4","0","0","0","0","0","0","4","8"
"421800860854","SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL",2012,"General Education",,"28","","15","","0","","0","0","2","4","0","0","0","0","0","0"
"261001060000","SPENCERPORT CENTRAL SCHOOL DISTRICT",2012,"General Education",,"132","","102","","2","","9","3","12","5","0","0","6","2","3","1"
"151601040001","WESTPORT CENTRAL SCHOOL",2012,"General Education",,"9","","6","","0","","1","5","4","19","0","0","1","5","0","0"
"151701040000","WILLSBORO CENTRAL SCHOOL DISTRICT",2012,"General Education",,"12","","4","","1","","0","0","1","6","0","0","0","0","0","0"
"160101060001","TUPPER LAKE MIDDLE-HIGH SCHOOL",2012,"General Education",,"19","","20","","0","","1","2","10","20","0","0","0","0","0","0"
"160101060000","TUPPER LAKE CENTRAL SCHOOL DISTRICT",2012,"General Education",,"19","","20","","0","","1","2","10","20","0","0","0","0","0","0"
"151701040001","WILLSBORO CENTRAL SCHOOL",2012,"General Education",,"12","","4","","1","","0","0","1","6","0","0","0","0","0","0"
"160801040000","CHATEAUGAY CENTRAL SCHOOL DISTRICT",2012,"General Education",,"14","","11","","0","","1","3","7","21","0","0","0","0","0","0"
"161201040002","SALMON RIVER HIGH SCHOOL",2012,"General Education",,"24","","45","","4","","0","0","5","6","0","0","0","0","7","8"
"212001040000","MOUNT MARKHAM CENTRAL SCHOOL DISTRICT",2012,"General Education",,"25","","48","","2","","4","4","10","11","0","0","0","0","0","0"
"220101040002","SOUTH JEFFERSON HIGH SCHOOL",2012,"General Education",,"39","","63","","0","","2","2","18","15","0","0","2","2","0","0"
"220101040000","SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT",2012,"General Education",,"39","","63","","0","","2","2","18","15","0","0","2","2","0","0"
"220202040000","ALEXANDRIA CENTRAL SCHOOL DISTRICT",2012,"General Education",,"21","","13","","0","","1","3","4","10","0","0","0","0","0","0"
"450704040001","HOLLEY JUNIOR SENIOR HIGH SCHOOL",2012,"General Education",,"20","","35","","0","","4","6","6","9","0","0","1","1","2","3"
"450704040000","HOLLEY CENTRAL SCHOOL DISTRICT",2012,"General Education",,"20","","35","","0","","4","6","7","10","0","0","1","1","2","3"
"140600860868","ORACLE CHARTER SCHOOL",2012,"General Education",,"1","","0","","0","","0","0","0","0","0","0","59","95","2","3"
"142101040000","AKRON CENTRAL SCHOOL DISTRICT",2012,"General Education",,"54","","35","","0","","3","3","11","10","0","0","2","2","2","2"
"142201040001","NORTH COLLINS JUNIOR-SENIOR HIGH SCHOOL",2012,"General Education",,"27","","12","","0","","0","0","5","11","0","0","0","0","0","0"
"142201040000","NORTH COLLINS CENTRAL SCHOOL DISTRICT",2012,"General Education",,"27","","12","","0","","0","0","5","11","0","0","0","0","0","0"
"062601040000","SHERMAN CENTRAL SCHOOL DISTRICT",2012,"General Education",,"13","","14","","0","","2","6","3","9","0","0","0","0","0","0"
"062401040001","RIPLEY CENTRAL SCHOOL",2012,"General Education",,"2","","10","","2","","0","0","6","30","0","0","0","0","0","0"
"062401040000","RIPLEY CENTRAL SCHOOL DISTRICT",2012,"General Education",,"2","","11","","2","","0","0","6","29","0","0","0","0","0","0"
